1,1,117.39,330.3,140.68,63.81,1,1,1.0
1,2,733.4,266.54,74.30000000000007,38.45999999999998,1,1,1.0
1,3,205.6,243.82,100.52000000000001,48.079999999999984,1,1,1.0
2,1,94.57,334.68,140.68,64.34999999999997,1,1,1.0
2,2,717.52,268.71,75.74000000000001,39.33000000000004,1,1,1.0
2,3,205.6,243.87,100.52000000000001,48.02999999999997,1,1,1.0
3,1,71.76,339.06,140.68,64.88,1,1,1.0
3,2,701.64,270.87,77.18000000000006,40.20999999999998,1,1,1.0
3,3,205.6,243.92,100.52000000000001,47.97999999999999,1,1,1.0
4,1,48.94,343.44,140.68,65.41000000000003,1,1,1.0
4,2,685.76,273.03,78.62,41.09000000000003,1,1,1.0
4,3,205.6,243.97,100.52000000000001,47.92999999999998,1,1,1.0
5,1,26.12,347.82,140.68,65.94999999999999,1,1,1.0
5,2,669.88,275.2,80.06000000000006,41.960000000000036,1,1,1.0
5,3,205.6,244.02,100.52000000000001,47.87999999999997,1,1,1.0
6,1,3.31,352.2,140.68,66.48000000000002,1,1,1.0
6,2,654.0,277.36,81.5,42.839999999999975,1,1,1.0
6,3,205.6,244.07,100.52000000000001,47.829999999999984,1,1,1.0
7,1,2.21,353.93,118.38000000000001,65.82,1,1,1.0
7,2,638.12,279.52,82.95000000000005,43.710000000000036,1,1,1.0
7,3,205.6,244.12,100.52000000000001,47.77999999999997,1,1,1.0
8,1,1.1,355.67,96.09,65.13999999999999,1,1,1.0
8,2,622.24,281.69,84.38999999999999,44.579999999999984,1,1,1.0
8,3,205.6,244.17,100.52000000000001,47.72999999999999,1,1,1.0
9,1,0.0,357.4,73.79,64.48000000000002,1,1,1.0
9,2,606.36,283.85,85.83000000000004,45.45999999999998,1,1,1.0
9,3,205.6,244.22,100.52000000000001,47.67999999999998,1,1,1.0
10,2,590.48,286.01,87.26999999999998,46.34000000000003,1,1,1.0
10,3,205.6,244.26,100.52000000000001,47.639999999999986,1,1,1.0
11,2,574.6,288.18,88.70999999999992,47.20999999999998,1,1,1.0
11,3,205.6,244.31,100.52000000000001,47.589999999999975,1,1,1.0
12,2,558.72,290.34,90.14999999999998,48.09000000000003,1,1,1.0
12,3,205.6,244.36,100.52000000000001,47.539999999999964,1,1,1.0
13,2,542.84,292.5,91.58999999999992,48.97000000000003,1,1,1.0
13,3,205.6,244.41,100.52000000000001,47.48999999999998,1,1,1.0
14,2,526.96,294.67,93.02999999999997,49.839999999999975,1,1,1.0
